sport,game_id,kickoff,model,home_margin,home_win_prob,as_of,fetched_at,detail
ncaaf,401856817,2026-10-04T02:30Z,elo,2.642,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1535 home, 1534 away"
ncaaf,401856817,2026-10-04T02:30Z,fpi,-0.414,0.488,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856817,2026-10-04T02:30Z,sp_plus,1.000,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 5.3 home, 6.8 away"
ncaaf,401860900,2026-10-04T02:30Z,elo,1.642,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1468 home, 1491 away"
ncaaf,401860900,2026-10-04T02:30Z,fpi,4.829,0.638,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401860900,2026-10-04T02:30Z,sp_plus,5.900,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -2.5 home, -5.9 away"
ncaaf,401856820,2026-10-04T03:00Z,elo,7.683,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1634 home, 1512 away"
ncaaf,401856820,2026-10-04T03:00Z,fpi,3.712,0.607,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856820,2026-10-04T03:00Z,sp_plus,4.300,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 9.8 home, 8.0 away"
ncaaf,401864513,2026-10-04T03:59Z,elo,4.225,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1432 home, 1393 away"
ncaaf,401864513,2026-10-04T03:59Z,fpi,8.286,0.725,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401864513,2026-10-04T03:59Z,sp_plus,9.300,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -7.1 home, -13.9 away"
nfl,401872949,2026-09-27T17:00Z,fpi,-3.846,0.360,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872950,2026-09-27T17:00Z,fpi,-3.035,0.387,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872951,2026-09-27T17:00Z,fpi,-0.876,0.467,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872952,2026-09-27T17:00Z,fpi,-11.185,0.145,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872953,2026-09-27T17:00Z,fpi,8.186,0.781,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872954,2026-09-27T17:00Z,fpi,7.079,0.748,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872955,2026-09-27T17:00Z,fpi,-7.231,0.248,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872956,2026-09-27T17:00Z,fpi,-1.260,0.455,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872957,2026-09-27T17:00Z,fpi,1.817,0.566,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872958,2026-09-27T20:05Z,fpi,13.662,0.899,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872959,2026-09-27T20:05Z,fpi,-1.402,0.447,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872960,2026-09-27T20:25Z,fpi,-1.225,0.453,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872961,2026-09-27T20:25Z,fpi,3.537,0.627,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872962,2026-09-28T00:20Z,fpi,-3.872,0.355,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872963,2026-09-29T00:15Z,fpi,-2.487,0.408,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
nfl,401872964,2026-10-02T00:15Z,fpi,-2.628,0.402,2026-09-26T09:00Z,2026-09-26T15:13:49.142330+00:00,
