signal_id,created_at,run_id,game_id,season,week,market,book,open_line,entry_line,entry_price,atlas_number,disagreement,direction,selection,model_version
9547d1c6-4c46-5476-bdba-a07d57756459,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401869961,2026,4,margin,DraftKings,-4.500,-6.000,-110.000,3.769,9.769,home,observed,73d507ab32ad
eab4c177-eb14-544d-8824-51d2004e597e,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401869961,2026,4,total,DraftKings,50.500,44.500,-115.000,50.595,6.095,over,observed,64a8b2aa5365
ff498349-fdd4-5381-a3e9-beb3a4df7a9f,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401871048,2026,4,margin,DraftKings,9.500,7.000,-112.000,10.289,3.289,home,observed,73d507ab32ad
30c7a512-bc88-5e57-9937-7f42b683afb8,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401871048,2026,4,total,DraftKings,54.500,51.500,-110.000,55.127,3.627,over,observed,64a8b2aa5365
29a8f80b-dc2c-5c50-8d6b-f0643d61028f,2026-09-23T19:53:37+00:00,677273b0-a205-40b9-911d-0066deca7488,401856696,2026,4,margin,Draft Kings,11.500,12.500,-110.000,26.262,13.762,home,observed,73d507ab32ad
cfe1efb2-ab40-5c2c-8a14-057dc08acfe7,2026-09-23T19:53:37+00:00,677273b0-a205-40b9-911d-0066deca7488,401856696,2026,4,total,Draft Kings,46.500,53.500,-115.000,51.822,-1.678,under,observed,64a8b2aa5365
8ee942a6-881b-5203-81aa-e46f7e703219,2026-09-23T19:53:37+00:00,677273b0-a205-40b9-911d-0066deca7488,401856697,2026,4,margin,Draft Kings,8.500,7.000,-110.000,13.021,6.021,home,observed,73d507ab32ad
61a4b634-50fd-5c6f-b564-1bd1b901a038,2026-09-23T19:53:37+00:00,677273b0-a205-40b9-911d-0066deca7488,401856697,2026,4,total,Draft Kings,52.500,50.500,-112.000,55.337,4.837,over,observed,64a8b2aa5365
75234181-f8f1-569a-b008-6f74a2457e78,2026-09-23T19:53:37+00:00,677273b0-a205-40b9-911d-0066deca7488,401856698,2026,4,margin,Draft Kings,8.500,9.500,-110.000,-2.674,-12.174,away,observed,73d507ab32ad
8b80585a-345e-5dc5-8a77-439ccfbafbfc,2026-09-23T19:53:37+00:00,677273b0-a205-40b9-911d-0066deca7488,401856698,2026,4,total,Draft Kings,50.500,55.500,-102.000,55.121,-0.379,under,observed,64a8b2aa5365
66aad3ab-9d46-5f4f-9fe0-4bdfa5ad7b31,2026-09-23T19:53:37+00:00,677273b0-a205-40b9-911d-0066deca7488,401856699,2026,4,margin,Draft Kings,1.500,3.000,-118.000,-1.271,-4.271,away,observed,73d507ab32ad
